epoch,ankle_left,ankle_right,elbow_left,elbow_right,head,hip_left,hip_right,knee_left,knee_right,loss,lr,neck,shoulder_left,shoulder_right,val_ankle_left,val_ankle_right,val_elbow_left,val_elbow_right,val_head,val_hip_left,val_hip_right,val_knee_left,val_knee_right,val_loss,val_neck,val_shoulder_left,val_shoulder_right,val_wrist_left,val_wrist_right,wrist_left,wrist_right
10,3.780749466386624e-05,3.822176222456619e-05,4.191886182525195e-05,7.278667908394709e-05,4.764906407217495e-05,3.541162732290104e-05,5.026338476454839e-05,2.2139913198770955e-05,7.810027454979718e-05,4.9966154620051384e-05,1e-04,5.31401346961502e-05,5.874325506738387e-05,6.068261427571997e-05,0.00012318337394390255,0.00011988641927018762,0.00010280565038556233,0.00022544391686096787,9.504445915808901e-05,7.02438919688575e-05,0.00023816422617528588,7.183367415564135e-05,9.630103158997372e-05,0.00014609849313274026,9.853803203441203e-05,4.692501534009352e-05,0.0004442865902092308,8.97236677701585e-05,0.00022299867123365402,4.664046718971804e-05,5.602045348496176e-05
11,3.286570427007973e-05,3.3304353564744815e-05,3.949829624616541e-05,5.837174830958247e-05,4.619942410499789e-05,3.570715125533752e-05,4.741454540635459e-05,2.1063347958261147e-05,6.531885446747765e-05,4.507835183176212e-05,1e-04,4.392105256556533e-05,5.5927859648363665e-05,5.371493534767069e-05,0.00013039210170973092,0.00014443337568081915,6.169066909933463e-05,0.000559984939172864,0.00011763935617636889,4.3198466300964355e-05,0.0002715381851885468,6.338769890135154e-05,8.659953891765326e-05,0.00016541857621632516,9.238130587618798e-05,3.974691207986325e-05,0.0004187568265479058,6.643577944487333e-05,0.00021967495558783412,4.696692849393003e-05,5.082248753751628e-05
12,2.7483982194098644e-05,2.8278831450734288e-05,2.9308508601388894e-05,5.2663657697848976e-05,3.654093234217726e-05,3.272101457696408e-05,3.831721915048547e-05,1.6969552234513685e-05,4.989379885955714e-05,3.621360156103037e-05,1e-04,3.344916694913991e-05,3.7994370359228924e-05,4.5150547521188855e-05,0.00015387906751129776,0.0001619933027541265,5.3649044275516644e-05,0.0004123658873140812,8.393674943363294e-05,4.2012248741229996e-05,0.00024581109755672514,7.731102232355624e-05,9.288335422752425e-05,0.0001687705225776881,0.00011403816461097449,4.585540227708407e-05,0.000571911339648068,9.843414591159672e-05,0.0002087061875499785,3.772613126784563e-05,4.049261406180449e-05
13,2.8093887522118166e-05,2.6661935407901183e-05,2.9435124815790914e-05,4.229673504596576e-05,3.4683507692534477e-05,2.5320963686681353e-05,3.770942203118466e-05,1.5521129171247594e-05,4.901505963061936e-05,3.299534728284925e-05,1e-04,3.0364606573130004e-05,3.574634683900513e-05,3.8849699194543064e-05,0.00010318246495444328,0.00011470649769762531,4.4534877815749496e-05,0.0004561899695545435,0.00010039581684395671,5.5436543334508315e-05,0.00027545596822164953,7.039475894998759e-05,8.282181806862354e-05,0.00014966695744078606,8.343448280356824e-05,4.7132223699009046e-05,0.0004298147396184504,6.416672840714455e-05,0.00016767065972089767,3.1251951440935954e-05,3.6984591133659706e-05
14,2.7091002266388386e-05,2.70178061327897e-05,2.7140889869770035e-05,5.6735003454377875e-05,3.514253694447689e-05,2.5686444132588804e-05,4.3826257751788944e-05,3.029825347766746e-05,6.338216917356476e-05,3.8611349737038836e-05,1e-04,3.318670133012347e-05,3.345918594277464e-05,5.522629726328887e-05,8.688171510584652e-05,9.89571344689466e-05,4.124216502532363e-05,0.0004228838952258229,9.263013635063544e-05,4.148422522121109e-05,0.0002858971420209855,4.898484257864766e-05,6.829816265963018e-05,0.0001417983294231817,9.360165859106928e-05,5.3647054301109165e-05,0.00047126272693276405,5.761888678534888e-05,0.00012178689212305471,3.433166421018541e-05,4.803469346370548e-05
15,2.0435369151527993e-05,2.1775604182039388e-05,2.0063056581420824e-05,2.8300226404098794e-05,2.5830424419837072e-05,1.7289883544435725e-05,3.0100098229013383e-05,1.2613359103852417e-05,3.2765052310423926e-05,2.464503086230252e-05,1e-04,2.4301529265358113e-05,2.682940976228565e-05,3.1778443371877074e-05,0.0001014823283185251,8.299885666929185e-05,3.3408377930754796e-05,0.0002681248006410897,6.294569175224751e-05,4.577554136631079e-05,0.0003240147198084742,5.081191920908168e-05,6.731414032401517e-05,0.0001294917892664671,8.763413643464446e-05,2.9546394216595218e-05,0.00042016556835733354,5.5060445447452366e-05,0.0001836021983763203,2.4049573767115362e-05,2.8898455639136955e-05
16,1.6904657968552783e-05,1.710149081191048e-05,2.228134144388605e-05,2.9603623261209577e-05,2.522241629776545e-05,1.9699999029398896e-05,2.7934818717767484e-05,1.1891132999153342e-05,3.320891482871957e-05,2.4203101929742843e-05,1e-04,2.4608176317997277e-05,2.799860703817103e-05,3.3095617254730314e-05,9.60021061473526e-05,7.772856042720377e-05,3.674159961519763e-05,0.00039818257209844887,0.00010632429621182382,3.922195901395753e-05,0.0002834289043676108,4.665751112042926e-05,6.0435817431425676e-05,0.0001353134139208123,7.831048424122855e-05,3.5413111618254334e-05,0.0004096041666343808,6.485995254479349e-05,0.00016147673886734992,2.373479219386354e-05,2.555794890213292e-05
17,1.8501177692087367e-05,1.8792594346450642e-05,2.246422263851855e-05,3.7473044358193874e-05,2.853954902093392e-05,2.2290118067758158e-05,3.248999564675614e-05,1.2786278603016399e-05,3.43272477039136e-05,2.6596400857670233e-05,1e-04,2.6929828891297802e-05,2.782929368549958e-05,3.704570190166123e-05,5.8497196732787415e-05,5.871124449186027e-05,5.191036325413734e-05,0.00038944679545238614,8.230026287492365e-05,5.3662752179661766e-05,0.0003260120574850589,4.059128332301043e-05,6.97677387506701e-05,0.00013649914762936532,9.871160727925599e-05,3.769401882891543e-05,0.00040458267903886735,7.415437721647322e-05,0.0001649456680752337,2.490128463250585e-05,2.7979176593362354e-05
18,1.4276019101089332e-05,1.4791827197768725e-05,1.487665758759249e-05,2.0093719285796396e-05,1.842985875555314e-05,1.3370446140470449e-05,2.0046225472469814e-05,1.2717539902951103e-05,2.960060373879969e-05,1.8107502910424955e-05,1e-04,1.6493211660417728e-05,1.9366787455510348e-05,2.0219416910549626e-05,7.048311817925423e-05,6.52429080219008e-05,3.337995440233499e-05,0.00032967529841698706,8.76136400620453e-05,3.393046063138172e-05,0.00026758346939459443,4.8471603804500774e-05,6.17174300714396e-05,0.0001288896455662325,7.980858208611608e-05,3.4419455914758146e-05,0.000458890717709437,6.648774433415383e-05,0.00016675054212100804,1.81773957592668e-05,2.1045427274657413e-05
19,1.4145666682452429e-05,1.3861905244993977e-05,1.3488865988620091e-05,1.9956360119977035e-05,1.537724347144831e-05,1.3569427210313734e-05,1.7321683117188513e-05,9.28777353692567e-06,2.3993679860723205e-05,1.6213805793086067e-05,1e-04,1.4790859495406039e-05,1.6444844732177444e-05,1.8887174519477412e-05,5.5473319662269205e-05,4.7506106056971475e-05,4.133760376134887e-05,0.0002513658837415278,5.367366975406185e-05,3.579381154850125e-05,0.0002577333361841738,4.270878343959339e-05,6.31608345429413e-05,0.00010845398355741054,7.106486737029627e-05,2.6471931050764397e-05,0.00039844083948992193,3.973126149503514e-05,0.00013389348168857396,1.707112096482888e-05,1.8796685253619216e-05
20,1.2381939086480998e-05,1.2148789210186806e-05,1.5974050256772898e-05,2.468545972078573e-05,1.8245076716993935e-05,1.4636277228419203e-05,1.960533336387016e-05,8.841187081998214e-06,1.930041253217496e-05,1.752146999933757e-05,1e-04,1.6847605365910567e-05,2.4706854674150236e-05,2.167303864553105e-05,4.6566943638026714e-05,4.826193617191166e-05,2.662534825503826e-05,0.0003719724772963673,5.648356454912573e-05,3.541625483194366e-05,0.0002654340351000428,4.66509627585765e-05,4.924892709823325e-05,0.00011665678903227672,8.77091588336043e-05,2.6731129764812067e-05,0.00040371649083681405,3.918738730135374e-05,0.000129190506413579,1.7429210856789723e-05,1.882538344943896e-05
21,1.1017970791726839e-05,1.1333189831930213e-05,1.404214071953902e-05,1.9304283341625705e-05,1.6562735254410654e-05,1.3241302440292202e-05,1.822836020437535e-05,8.703846106072888e-06,2.249802855658345e-05,1.620152579562273e-05,1e-04,1.7446858691982925e-05,1.6096530089271255e-05,2.2798416466685012e-05,5.5658729252172634e-05,4.764872574014589e-05,2.541263347666245e-05,0.00038567170850001276,0.00010551485320320353,4.0314338548341766e-05,0.0002928987087216228,4.923364394926466e-05,5.309815242071636e-05,0.0001335023989668116,8.691623952472582e-05,3.380591078894213e-05,0.00042945961467921734,7.837651355657727e-05,0.00018502383318264037,1.7281563486903906e-05,1.8266047845827416e-05
22,1.1494568752823398e-05,1.1629383152467199e-05,1.5290872397599742e-05,2.2211692339624278e-05,1.511989194113994e-05,1.4151711184240412e-05,2.1862122594029643e-05,9.381536074215546e-06,2.0561910787364468e-05,1.650691410759464e-05,1e-04,1.5633109796908684e-05,1.7650483641773462e-05,2.1014098820160143e-05,3.64571315003559e-05,3.958315573981963e-05,2.3956556105986238e-05,0.000423381628934294,6.629040581174195e-05,4.171359978499822e-05,0.0002853254263754934,4.121581150684506e-05,5.066677840659395e-05,0.00012160105688963085,6.727254367433488e-05,2.070700611511711e-05,0.0004044267407152802,3.750585165107623e-05,0.00016391216195188463,1.6447093003080226e-05,1.8648264813236892e-05
23,9.51343827182427e-06,9.692832463770173e-06,1.3634438801091164e-05,2.6626259568729438e-05,1.6626989236101508e-05,1.2848964615841396e-05,1.6836691429489292e-05,8.233550943259615e-06,1.8854363588616252e-05,1.4685709174955264e-05,1e-04,1.2400734703987837e-05,1.339824575552484e-05,1.7146801837952808e-05,4.6627661504317075e-05,4.005981463706121e-05,2.9696797355427407e-05,0.0002554869861342013,5.5048902140697464e-05,3.4247044823132455e-05,0.0002590043004602194,3.118161475867964e-05,4.470906060305424e-05,0.00010545711120357737,6.93345136824064e-05,2.5139626814052463e-05,0.00038216455141082406,3.810740963672288e-05,0.00016559139476157725,1.3841513464285526e-05,1.5945044651743956e-05
24,8.716300726518966e-06,8.38341293274425e-06,1.1402713425923139e-05,1.8288244973518886e-05,1.2944158697791863e-05,1.2429854905349202e-05,1.6225414583459496e-05,7.3221135608037e-06,1.8338741938350722e-05,1.3408753147814423e-05,1e-04,1.268032065127045e-05,1.670264646236319e-05,1.6911255443119444e-05,4.782474570674822e-05,4.774042099597864e-05,2.9478560463758186e-05,0.0002897231897804886,5.3265004680724815e-05,3.394865052541718e-05,0.00026702709146775305,4.249435369274579e-05,4.761332820635289e-05,0.00010861082409974188,6.975669384701177e-05,2.3952552510309033e-05,0.000374014227418229,4.7282894229283556e-05,0.00014642989845015109,1.2608193173946347e-05,1.4769178960705176e-05
25,9.659577699494548e-06,1.0138729521713685e-05,1.050258561008377e-05,1.4080018445383757e-05,1.263173544430174e-05,1.0233034117845818e-05,1.4834186004009098e-05,7.5576090239337645e-06,1.5453282685484737e-05,1.2506579878390767e-05,1e-04,1.2941763088747393e-05,1.2684579814958852e-05,1.6844691344886087e-05,4.40998119302094e-05,3.58182041964028e-05,2.315140409336891e-05,0.0003440623404458165,6.650466821156442e-05,3.2801755878608674e-05,0.00025858182925730944,3.481340536382049e-05,4.328798968344927e-05,0.00011012904724339023,7.019863551249728e-05,2.257562846352812e-05,0.000366950553143397,4.724386235466227e-05,0.00015171660925261676,1.2380180123727769e-05,1.515014810138382e-05
26,7.76765591581352e-06,8.058723324211314e-06,1.2640905879379716e-05,1.8963386537507176e-05,1.432942553947214e-05,1.1664457815641072e-05,1.738044375088066e-05,7.007519798207795e-06,1.7080614270525984e-05,1.3565173503593542e-05,1e-04,1.3850527466274798e-05,1.3785421288048383e-05,1.8507864297134802e-05,3.928715523215942e-05,3.148811811115593e-05,2.2707865355187096e-05,0.0002911837073042989,5.7443914556642994e-05,2.7443184080766514e-05,0.0002358079218538478,3.22784180752933e-05,4.063536471221596e-05,0.00010215530346613377,6.817220128141344e-05,1.8756249119178392e-05,0.00037223761319182813,4.193706263322383e-05,0.0001507955021224916,1.3404337551037315e-05,1.5471119695575908e-05
27,8.429568879364524e-06,8.653028999106027e-06,9.543167834635824e-06,1.6029276594053954e-05,1.0965611181745771e-05,9.702240276965313e-06,1.3966028745926451e-05,6.925323305040365e-06,1.6469637557747774e-05,1.1465166608104482e-05,1e-04,1.0365264643041883e-05,1.1796396393037867e-05,1.3573779142461717e-05,3.9431866753147915e-05,4.1812032577581704e-05,2.2178432118380442e-05,0.00035714934347197413,5.765159221482463e-05,2.462329575791955e-05,0.00023589750344399363,4.714835449703969e-05,7.494086457882077e-05,0.00011108852049801499,6.862630834802985e-05,2.083272920572199e-05,0.0003957830194849521,3.7912559491815045e-05,0.00013125127588864416,1.1174864994245581e-05,1.2918108950543683e-05
28,6.827849574619904e-06,7.108350018825149e-06,9.657276677899063e-06,1.2921210327476729e-05,1.0125273547600955e-05,7.710768841207027e-06,1.0494214620848652e-05,5.938900358160026e-06,1.194270316773327e-05,1.0007881428464316e-05,1e-04,9.054449037648737e-06,1.36105518322438e-05,1.276891453017015e-05,3.6434972571441904e-05,3.723875488503836e-05,1.8272807210450992e-05,0.00035144106368534267,5.145010072737932e-05,3.076421853620559e-05,0.00025455516879446805,3.090761310886592e-05,3.806157474173233e-05,0.0001082701055565849,6.177966861287132e-05,2.1243949959171005e-05,0.0003961558686569333,4.181089025223628e-05,0.00014566470053978264,1.0308733180863783e-05,1.1641172932286281e-05
29,7.256791832332965e-06,7.012286005192436e-06,8.452489964838605e-06,1.1785890819737688e-05,9.616474926588126e-06,8.063530913204886e-06,1.1761324458348099e-05,6.04948218096979e-06,1.2994594726478681e-05,9.780013897398021e-06,1e-04,9.630968634155579e-06,1.206796514452435e-05,1.1350800377840642e-05,2.9829659979441203e-05,3.115433355560526e-05,1.957943823072128e-05,0.00036304339300841093,5.398043867899105e-05,3.126041701762006e-05,0.0002362421219004318,3.1907475204207e-05,3.882689634338021e-05,0.0001081147202057764,7.94682782725431e-05,3.4467480872990564e-05,0.0003990989353042096,3.94289854739327e-05,0.00012531824177131057,9.567454981151968e-06,1.1310113222862128e-05
30,7.326315426325891e-06,7.154094419092871e-06,7.515960987802828e-06,1.0226673111901619e-05,8.766996870690491e-06,7.544808795501012e-06,1.0191337423748337e-05,5.744633199356031e-06,1.1698934031301178e-05,8.976256140158512e-06,1e-04,8.991207323560957e-06,1.0183845006395131e-05,1.0683052096283063e-05,2.2527014152728952e-05,2.61923523794394e-05,2.278453393955715e-05,0.00038376657175831497,5.4373889724956825e-05,3.328186721773818e-05,0.0002580511791165918,3.4337346733082086e-05,4.1671093640616164e-05,0.00010884828225243837,6.620305794058368e-05,1.7369560737279244e-05,0.0003798280959017575,3.8996178773231804e-05,0.0001444932131562382,8.846122909744736e-06,1.0793574801937211e-05
31,6.672996732959291e-06,6.834763098595431e-06,8.405754670093302e-06,1.0623356502037495e-05,9.263864740205463e-06,8.044313290156424e-06,1.0997127901646309e-05,5.435732418845873e-06,1.1047219231841154e-05,8.976597200671677e-06,1e-04,8.596985026088078e-06,8.941856322053354e-06,1.0903139809670392e-05,2.3179676645668224e-05,2.880379179259762e-05,2.015467907767743e-05,0.0004086858534719795,6.814860535087064e-05,2.6690800950746052e-05,0.00024235113232862204,4.921797153656371e-05,4.797463770955801e-05,0.00011369607818778604,7.049441046547145e-05,1.7942433260031976e-05,0.0004081461811438203,4.76704808534123e-05,0.00013228438911028206,9.097208931052592e-06,1.0808021215780172e-05
32,5.3537146413873415e-06,5.489524937729584e-06,6.410873993445421e-06,8.278391760541126e-06,6.852537353552179e-06,6.1945152083353605e-06,7.811263458279427e-06,4.581494977173861e-06,8.915448233892675e-06,6.9899392656225245e-06,5e-05,6.616080554522341e-06,7.212088348751422e-06,8.438783879682887e-06,2.470385516062379e-05,3.236370685044676e-05,1.7480568203609437e-05,0.00037638365756720304,5.236401193542406e-05,2.9721095415879972e-05,0.00027719209901988506,3.074000414926559e-05,2.9790126063744538e-05,0.00011189000360900536,6.773363566026092e-05,1.6402835171902552e-05,0.0004344271728768945,3.542189733707346e-05,0.00014173539238981903,7.295333489309996e-06,8.409068868786562e-06
33,5.1935098781541456e-06,5.574247097683838e-06,6.018814474373357e-06,7.567392458440736e-06,6.540992671943968e-06,5.773812972620362e-06,7.23617722542258e-06,4.50870629720157e-06,8.005639756447636e-06,6.527704044856364e-06,5e-05,6.178955118230078e-06,6.695735464745667e-06,7.736301085969899e-06,2.5831914172158577e-05,2.694186696317047e-05,1.789302405086346e-05,0.0003653293533716351,5.958468682365492e-05,2.6516621801420115e-05,0.0002669366367626935,3.3349861041642725e-05,3.5671408113557845e-05,0.00010747394117061049,6.219458009582013e-05,1.9160554074915126e-05,0.0003759881074074656,4.348234142526053e-05,0.00014575420937035233,6.521482191601535e-06,7.836117219994776e-06
34,4.86862018078682e-06,4.98929603054421e-06,5.720771241612965e-06,7.171599463617895e-06,6.026232313161017e-06,5.335662535799202e-06,6.915215635672212e-06,4.1274988689110614e-06,7.380011993518565e-06,6.08745904173702e-06,5e-05,5.7460320022073574e-06,6.279902663663961e-06,7.148342774598859e-06,2.4470242351526394e-05,2.8934222427778877e-05,1.5972083929227665e-05,0.00034812555531971157,5.488293754751794e-05,2.5623383407946676e-05,0.00026383265503682196,2.795140062517021e-05,3.51320268237032e-05,0.00010556935012573376,6.279995432123542e-05,1.7197808119817637e-05,0.0003988806565757841,3.175471647409722e-05,0.00014241313328966498,6.146409305074485e-06,7.368797469098354e-06
35,4.858884949499043e-06,5.0972339522559196e-06,5.720452008972643e-06,7.241839739435818e-06,6.202305939950747e-06,5.342499207472429e-06,6.915146514074877e-06,4.258201443008147e-06,8.384559805563185e-06,6.2511267060472164e-06,5e-05,5.9251578932162374e-06,6.3231941567210015e-06,7.446338713634759e-06,2.4360761017305776e-05,2.351225703023374e-05,1.709297066554427e-05,0.00034427570062689483,5.880271055502817e-05,2.7023421353078447e-05,0.0002481942647136748,3.0524264730047435e-05,3.9395792555296794e-05,0.00010232150088995695,6.516143184853718e-05,1.7191163351526484e-05,0.00036353382165543735,3.4503067581681535e-05,0.0001389293174725026,6.344319444906432e-06,7.455646937160054e-06
36,5.065377990831621e-06,4.96591383125633e-06,5.565982064581476e-06,7.402881237794645e-06,6.1767914303345606e-06,5.256097665551351e-06,7.075432222336531e-06,4.140246346651111e-06,8.049391908571124e-06,6.212866082933033e-06,5e-05,5.917524958931608e-06,6.423152171919355e-06,7.329668278543977e-06,2.846755160135217e-05,2.3918415536172688e-05,1.782586878107395e-05,0.00030412839259952307,5.784134555142373e-05,2.8427961296983995e-05,0.00024837543605826795,2.7853822757606395e-05,3.759139872272499e-05,9.945807687472552e-05,6.442763697123155e-05,1.764108492352534e-05,0.00035665626637637615,3.644621392595582e-05,0.00014281160838436335,6.195962214405881e-06,7.415721938741626e-06
37,4.769968199980212e-06,4.787187663168879e-06,5.630328814731911e-06,7.37230448066839e-06,6.089438556955429e-06,5.251131824479671e-06,6.950405349925859e-06,4.120047833566787e-06,7.589169854327338e-06,6.1120017562643625e-06,5e-05,5.772370059276e-06,6.224855042091804e-06,7.307411578949541e-06,2.1335617930162698e-05,2.5491750420769677e-05,1.678485750744585e-05,0.00035585262230597436,5.300852353684604e-05,2.567649971751962e-05,0.00025433857808820903,2.765747922239825e-05,3.317698065075092e-05,0.00010428492532810196,6.156313611427322e-05,1.4532818568113726e-05,0.0003984771319665015,3.0039500416023657e-05,0.00014205349725671113,6.245924396353075e-06,7.457479568984127e-06
38,4.786523277289234e-06,5.0487537919252645e-06,5.549567504203878e-06,7.136880867619766e-06,6.062662123440532e-06,5.353245342121227e-06,6.950588613108266e-06,4.205867298878729e-06,7.982554052432533e-06,6.120832040323876e-06,5e-05,5.69776602787897e-06,6.244841642910615e-06,7.227321475511417e-06,2.1379266399890184e-05,2.6529853130341507e-05,1.8188780813943595e-05,0.00037760098348371685,5.576833427767269e-05,2.6835798053070903e-05,0.0002870835305657238,3.195706085534766e-05,3.141814886475913e-05,0.00010963022941723466,6.374128861352801e-05,1.5939524018904194e-05,0.00040713336784392595,3.2304782507708296e-05,0.0001389423996442929,6.195706646394683e-06,7.249385816976428e-06
39,4.570396868075477e-06,4.507016001298325e-06,5.370202416088432e-06,6.745710834366037e-06,5.822001185151748e-06,4.9774671424529515e-06,6.4300479607481975e-06,3.915087745554047e-06,7.062622898956761e-06,5.746667284256546e-06,5e-05,5.458160558191594e-06,5.9034605328633916e-06,6.875109647808131e-06,2.226834294560831e-05,2.436034264974296e-05,1.597473419678863e-05,0.00038255538675002754,5.488249735208228e-05,2.5635448764660396e-05,0.0002558165288064629,3.058166112168692e-05,3.867240957333706e-05,0.0001074474785127677,6.231974839465693e-05,1.3812530596624129e-05,0.0004039428022224456,3.579498297767714e-05,0.00013764733739662915,5.77538639845443e-06,7.040659966150997e-06
