epoch,loss,lr,val_loss
0,0.0001457229082006961,1e-04,0.00014984099834691733
1,0.00013434763241093606,1e-04,0.0001516022311989218
2,0.0001102224996429868,1e-04,0.00012421826249919832
3,9.810841584112495e-05,1e-04,0.00012222197256051004
4,8.690071990713477e-05,1e-04,0.00011732473649317399
5,7.84532749094069e-05,1e-04,0.0001232353097293526
6,6.443406164180487e-05,1e-04,0.00012145581422373652
7,5.338767005014233e-05,1e-04,0.00011555581295397133
8,4.36410955444444e-05,1e-04,0.00012083737237844616
9,4.153444751864299e-05,1e-04,0.00011752992577385157
10,3.205653410986997e-05,1e-04,0.00011363039811840281
11,2.6466466806596145e-05,1e-04,0.00011550360068213195
12,2.249047793156933e-05,1e-04,0.00011698618618538603
13,1.8940603695227765e-05,1e-04,0.0001155032659880817
14,1.707455885480158e-05,1e-04,0.0001131848111981526
15,1.6159247024916112e-05,1e-04,0.00011697186710080132
16,1.526721825939603e-05,5e-05,0.00011657168943202123
17,1.4179102436173707e-05,5e-05,0.0001157364240498282
18,1.3357366697164252e-05,5e-05,0.0001177784288302064
19,1.2505948689067736e-05,5e-05,0.00011643891048152
20,1.1015723430318758e-05,5e-05,0.00011946682207053527
21,9.885773579298984e-06,5e-05,0.00011695007560774684
22,8.859926310833544e-06,5e-05,0.00011825290130218491
23,7.469530828529969e-06,2.5e-05,0.00011781342618633062
24,7.400036338367499e-06,2.5e-05,0.00011773526057368144
25,7.447688858519541e-06,2.5e-05,0.00011708338570315391
26,7.697251930949278e-06,2.5e-05,0.00011953734792768955
27,7.947423910081852e-06,2.5e-05,0.00011713724961737171
28,7.427727268805029e-06,2.5e-05,0.00011728404933819547
29,7.540229034930235e-06,2.5e-05,0.0001178182428702712
30,7.597950116178254e-06,1.25e-05,0.0001173692726297304
31,7.518786787841236e-06,1.25e-05,0.00011656484275590628
32,7.856306183384731e-06,1.25e-05,0.00011742561036953703
33,7.552548140665749e-06,1.25e-05,0.00011673263361444697
34,7.584947525174357e-06,1.25e-05,0.0001183285130537115
