epoch,head,loss,lr,mid_bot,mid_top,tail,val_head,val_loss,val_mid_bot,val_mid_top,val_tail
0,0.002411127323284745,0.0022531470749527216,1e-04,0.002476976253092289,0.0024781967513263226,0.0016462908824905753,0.002304973779246211,0.0021546571515500546,0.0023545625153928995,0.0023672652896493673,0.0015918276039883494
1,0.0022952044382691383,0.0022059762850403786,1e-04,0.002450084313750267,0.0024338283110409975,0.001644786330871284,0.002196925226598978,0.002097883028909564,0.0023350066039711237,0.0022821363527327776,0.0015774642815813422
2,0.0021701997611671686,0.002145519945770502,1e-04,0.002417603274807334,0.0023794337175786495,0.001614843960851431,0.002063260180875659,0.0019911369308829308,0.002271624282002449,0.002120349323377013,0.0015093146357685328
3,0.00207613711245358,0.002044693799689412,1e-04,0.0023365914821624756,0.0021960388403385878,0.0015700074145570397,0.0016193022020161152,0.0017171334475278854,0.002074183663353324,0.0017287323717027903,0.0014463155530393124
4,0.00168940972071141,0.0018027902115136385,1e-04,0.0021299319341778755,0.0019247208256274462,0.0014670960372313857,0.0013017478631809354,0.0015036091208457947,0.0018756609642878175,0.0016262063290923834,0.001210820977576077
5,0.0014687271323055029,0.0016651765909045935,1e-04,0.0019900654442608356,0.0017970282351598144,0.0014048870652914047,0.0011873976327478886,0.0013889472465962172,0.0018128016963601112,0.0014550250489264727,0.0011005649575963616
6,0.0011810417054221034,0.0014450354501605034,1e-04,0.0017175122629851103,0.0015912964008748531,0.0012902937596663833,0.0010777497664093971,0.0012603437062352896,0.0015579857863485813,0.0014023344265297055,0.0010033051948994398
7,0.000996100134216249,0.0012953622499480844,1e-04,0.0015490485820919275,0.0014698827872052789,0.0011664186604321003,0.0008815377950668335,0.0011844083201140165,0.0015924223698675632,0.00133047706913203,0.0009331959299743176
8,0.0009290665038861334,0.0012157419696450233,1e-04,0.0015167478704825044,0.0013716303510591388,0.001045522280037403,0.0009131140541285276,0.0010491173015907407,0.001338377594947815,0.0011313167633488774,0.0008136604446917772
9,0.0008181167650036514,0.0010694420197978616,1e-04,0.0013451523846015334,0.0011454832274466753,0.000969015876762569,0.0007599549717269838,0.0008521595154888928,0.001100542489439249,0.0009115716675296426,0.0006365691660903394
10,0.0007203511195257306,0.0009611293207854033,1e-04,0.0012114987475797534,0.0009940684540197253,0.0009185976232402027,0.0007615686627104878,0.0008363033994100988,0.0010594383347779512,0.000920098798815161,0.0006041073356755078
11,0.0006568212993443012,0.0008905847207643092,1e-04,0.0011251589749008417,0.0009512888500466943,0.0008290699333883822,0.0006404226878657937,0.0008133802912198007,0.0009959215531125665,0.0009027091437019408,0.0007144676637835801
12,0.0006055523990653455,0.0008326758397743106,1e-04,0.0010908144759014249,0.0008556584361940622,0.0007786779315210879,0.000656220072414726,0.0007825297070667148,0.0009287522989325225,0.0008489656611345708,0.0006961804465390742
13,0.0005569975473918021,0.000773038191255182,1e-04,0.0010210807668045163,0.0007860043551772833,0.000728069746401161,0.0005883281701244414,0.0007001039921306074,0.0008595141116529703,0.000824956048745662,0.000527617463376373
