epoch,head,loss,lr,mid_bot,mid_top,tail,val_head,val_loss,val_mid_bot,val_mid_top,val_tail
0,0.0027058750856667757,0.00239602685905993,1e-04,0.002684331266209483,0.002632406773045659,0.0015614931471645832,0.0026282696053385735,0.00232741329818964,0.0027192216366529465,0.002572014695033431,0.0013901479542255402
1,0.002538053784519434,0.002340584760531783,1e-04,0.002656493568792939,0.002603877102956176,0.0015639140037819743,0.0023300813045352697,0.002220400609076023,0.0026430850848555565,0.0025166997220367193,0.001391736208461225
2,0.002347290515899658,0.0022679215762764215,1e-04,0.002637800294905901,0.002527283737435937,0.001559311873279512,0.0020186793990433216,0.002153056673705578,0.002564877038821578,0.002594249788671732,0.0014344208175316453
3,0.0020451147574931383,0.0021399776451289654,1e-04,0.002574319951236248,0.002420661272481084,0.0015198123874142766,0.0022877505980432034,0.0022183959372341633,0.0024554997216910124,0.0027447070460766554,0.001385625684633851
4,0.0017077329102903605,0.0019788267090916634,1e-04,0.002430279739201069,0.002255316823720932,0.001521978178061545,0.0020104707218706608,0.0021345538552850485,0.0026527289301156998,0.0024689349811524153,0.0014060800895094872
5,0.0014915309147909284,0.0018400332191959023,1e-04,0.0022881231270730495,0.0020793327130377293,0.001501143560744822,0.00201678229495883,0.0022798781283199787,0.0024715359322726727,0.0032027496490627527,0.001428445102646947
6,0.0011920074466615915,0.0016134839970618486,1e-04,0.0020447259303182364,0.0018096176208928227,0.0014075845247134566,0.002196631161496043,0.0023498781956732273,0.0028108670376241207,0.002856277860701084,0.0015357366064563394
7,0.000991644337773323,0.0014046431751921773,1e-04,0.0018097906140610576,0.0015158215537667274,0.0013013160787522793,0.0022327296901494265,0.0023835436441004276,0.0027384913992136717,0.003033783519640565,0.0015291711315512657
8,0.0007348741055466235,0.0011534745572134852,1e-04,0.0014929340686649084,0.0012530639069154859,0.0011330265551805496,0.0022095441818237305,0.002335690427571535,0.002553112804889679,0.0031904629431664944,0.0013896411983296275
9,0.0005837029893882573,0.0009380763513036072,1e-04,0.001210997928865254,0.0009917874122038484,0.0009658155031502247,0.0021581375040113926,0.002461182652041316,0.002369319787248969,0.0038011407013982534,0.00151613331399858
