epoch,head,loss,lr,mid_bot,mid_top,tail,val_head,val_loss,val_mid_bot,val_mid_top,val_tail
0,0.0027063435409218073,0.0023290952667593956,1e-04,0.002574759302660823,0.0025241205003112555,0.0015111578395590186,0.0025289899203926325,0.002267146483063698,0.0026478345971554518,0.0027123524341732264,0.0011794092133641243
1,0.0026167689356952906,0.002274134662002325,1e-04,0.002518017776310444,0.002490841783583164,0.0014709113165736198,0.0026064361445605755,0.0022125074174255133,0.0024933386594057083,0.0025700735859572887,0.0011801817454397678
2,0.0024396884255111217,0.002224118448793888,1e-04,0.002491687424480915,0.002466947305947542,0.001498149591498077,0.002242403570562601,0.0021188410464674234,0.002461131429299712,0.0024581539910286665,0.0013136749621480703
3,0.002105671213939786,0.0020475226920098066,1e-04,0.0023435079492628574,0.0022835449781268835,0.0014573696535080671,0.0014656352577731013,0.0017675894778221846,0.0022335005924105644,0.002212547929957509,0.0011586743639782071
4,0.00172675761859864,0.0018656487809494138,1e-04,0.0021668223198503256,0.002114692470058799,0.0014543208526447415,0.0016562574310228229,0.0019003895577043295,0.0024906788021326065,0.0023071265313774347,0.0011474961647763848
5,0.0012853461084887385,0.0016372010577470064,1e-04,0.0019258440006524324,0.0019096172181889415,0.0014279948081821203,0.0014616188127547503,0.0017871524905785918,0.0024454183876514435,0.0020934913773089647,0.0011480818502604961
6,0.0009313123300671577,0.0013585533015429974,1e-04,0.0016347112832590938,0.0015288925496861339,0.0013392972759902477,0.0014411387965083122,0.0017197357956320047,0.002184141194447875,0.002176003996282816,0.0010776586132124066
7,0.0006765209254808724,0.0011392069282010198,1e-04,0.0013391945976763964,0.0013385044876486063,0.0012026067124679685,0.0010411932598799467,0.0015049742069095373,0.001836799900047481,0.0020659726578742266,0.0010759311262518167
8,0.0004956457996740937,0.0008637889404781163,1e-04,0.0009597802418284118,0.000993146444670856,0.0010065825190395117,0.0010937302140519023,0.0014024227857589722,0.0016692032804712653,0.0018212985014542937,0.0010254587978124619
9,0.00034246136783622205,0.0006767964223399758,1e-04,0.0007258258992806077,0.0008193539688363671,0.0008195440168492496,0.0010968991555273533,0.0014720119070261717,0.0019105448154732585,0.001924401498399675,0.000956202216912061
10,0.0002682669728528708,0.0005692384438589215,1e-04,0.0006060753366909921,0.000681389297824353,0.0007212231284938753,0.0013204573187977076,0.0013767388882115483,0.0016278773546218872,0.001721873413771391,0.0008367473492398858
11,0.00021149934036657214,0.00048509269254282117,1e-04,0.0005775747122243047,0.0005255700671114028,0.0006257261848077178,0.0011920059332624078,0.0014238250441849232,0.0016958840424194932,0.0018888278864324093,0.0009185825474560261
12,0.0001665300369495526,0.00039640365866944194,1e-04,0.00042964034946635365,0.00045471786870621145,0.0005347264232113957,0.0011117353569716215,0.0013906137319281697,0.0017499789828434587,0.0017812892328947783,0.0009194513550028205
13,0.00013591501920018345,0.0003745356807485223,1e-04,0.00040430662920698524,0.00042415939969941974,0.000533761631231755,0.0011571526993066072,0.001250007888302207,0.0013554422184824944,0.0015713425818830729,0.000916093704290688
14,0.00010155387280974537,0.0002770335122477263,1e-04,0.0003357111127115786,0.0003428342461120337,0.0003280352975707501,0.0013048446271568537,0.0013495885068550706,0.0015239615458995104,0.0016361658927053213,0.0009333816124126315
15,0.00011805323447333649,0.00028942778590135276,1e-04,0.0003287007857579738,0.00037549398257397115,0.00033546332269907,0.0011790748685598373,0.00129849708173424,0.0014715924626216292,0.0016080262139439583,0.0009352946653962135
16,8.295731822727248e-05,0.00021685667161364108,1e-04,0.00024415235384367406,0.0002826083218678832,0.0002577091509010643,0.001163970329798758,0.0013016732409596443,0.001544092781841755,0.0016417540609836578,0.0008568756165914237
17,9.074455738300458e-05,0.00023625213361810893,1e-04,0.0002655564167071134,0.00032687082421034575,0.0002618364815134555,0.0013591081369668245,0.0014143225271254778,0.0016109223943203688,0.0018676831386983395,0.0008195762638933957
18,6.467306957347319e-05,0.00017506540461909026,1e-04,0.00020095810759812593,0.00023747666273266077,0.00019715401867870241,0.0011793742887675762,0.0012522567994892597,0.0013251443160697818,0.0015968934167176485,0.000907615409232676
19,3.8171921914909035e-05,0.00013259572733659297,5e-05,0.00015184898802544922,0.00019192081526853144,0.00014844124962110072,0.0011699559399858117,0.0012534334091469646,0.0013865060172975063,0.001568061183206737,0.0008892103796824813
20,2.8454527637222782e-05,0.00011039362289011478,5e-05,0.00012820660776924342,0.0001593811175553128,0.00012553228589240462,0.001163044827990234,0.001309702405706048,0.0014420931693166494,0.0017756931483745575,0.0008579781278967857
21,3.6690253182314336e-05,0.00010637113882694393,5e-05,0.00012894578685518354,0.00014405252295546234,0.00011579586862353608,0.001192835858091712,0.0012514463160187006,0.0013513618614524603,0.0015542415203526616,0.0009073452092707157
22,1.7299054889008403e-05,8.771212742431089e-05,5e-05,0.00011181293666595593,0.000125787133583799,9.594944276614115e-05,0.001183802611194551,0.0012607781682163477,0.0013296183897182345,0.0016134788747876883,0.0009162130882032216
23,2.943587605841458e-05,9.088152728509158e-05,5e-05,0.00011589500354602933,0.00012650851567741483,9.168669203063473e-05,0.0011815428733825684,0.001247883541509509,0.0013347258791327477,0.0015669043641537428,0.0009083608165383339
24,2.364059218962211e-05,8.392859308514744e-05,5e-05,0.000111169480078388,0.00010988031863234937,9.102397598326206e-05,0.0011583378072828054,0.0012254063040018082,0.0012993571581318974,0.0015071775997057557,0.0009367525344714522
25,2.5677794837974943e-05,8.31244615255855e-05,5e-05,0.00011027471191482618,0.00012011988292215392,7.642555283382535e-05,0.001200657687149942,0.0012614961015060544,0.0013142538955435157,0.0015824999427422881,0.000948572822380811
26,2.173473512812052e-05,8.589587378082797e-05,5e-05,0.0001094653780455701,0.0001327264471910894,7.965687836986035e-05,0.0011912580812349916,0.0012393246870487928,0.0012914558174088597,0.0015428774058818817,0.0009317079093307257
27,3.2641026336932555e-05,7.60378607083112e-05,5e-05,8.729116234462708e-05,0.00011467760486993939,6.954168202355504e-05,0.0011489426251500845,0.0012843593722209334,0.0014316817978397012,0.001664765877649188,0.0008920476539060473
28,3.0455867090495303e-05,7.475912570953369e-05,5e-05,7.793878467055038e-05,0.00011106346937594935,7.95783125795424e-05,0.001176677062176168,0.0012646375689655542,0.0013950146967545152,0.0015831280034035444,0.000903730746358633
29,2.7954589313594624e-05,7.039189949864522e-05,5e-05,8.150646317517385e-05,0.00010262033902108669,6.94862610544078e-05,0.0011763364309445024,0.0013212584890425205,0.001488331239670515,0.0017358053009957075,0.0008845606353133917
