epoch,head,loss,lr,mid_bot,mid_top,tail,val_head,val_loss,val_mid_bot,val_mid_top,val_tail
0,0.0010374590056017041,0.0012711896561086178,1e-04,0.0014680747408419847,0.0014179255813360214,0.0011612994130700827,0.0004428454558365047,0.0008233861299231648,0.0011940344702452421,0.000800600100774318,0.0008560647838748991
1,0.0006250981823541224,0.000853269244544208,1e-04,0.001054045744240284,0.0009278733632527292,0.0008060609106905758,0.0003917356953024864,0.0008702705381438136,0.0013658886309713125,0.0009468593052588403,0.0007765985210426152
2,0.0004552474420052022,0.000683906371705234,1e-04,0.0008650938398204744,0.0007238684338517487,0.0006914158002473414,0.00030447461176663637,0.0007377943838946521,0.0010935699101537466,0.0008144894381985068,0.0007386438082903624
3,0.00034499241155572236,0.0005474560894072056,1e-04,0.0006815391243435442,0.0005560620920732617,0.000607230409514159,0.00022332530352286994,0.0006897283019497991,0.0011912082554772496,0.0006378281977958977,0.0007065516547299922
4,0.00027816102374345064,0.0004479455528780818,1e-04,0.0005495525547303259,0.0004491339495871216,0.0005149352364242077,0.00020374204905238003,0.0006413999944925308,0.001083139912225306,0.0005313919973559678,0.000747326179407537
5,0.0002527690667193383,0.00039469118928536773,1e-04,0.00046419663704000413,0.0004216248635202646,0.00044017398613505065,0.0002970693458337337,0.0006503252079710364,0.001043868949636817,0.0006322677945718169,0.0006280943052843213
6,0.00022291041386779398,0.0003442431625444442,1e-04,0.00037685970892198384,0.00036141398595646024,0.00041578823584131896,0.00018723332323133945,0.0006543509662151337,0.0012005550088360906,0.0005984201561659575,0.0006311953184194863
7,0.00020398743799887598,0.00031067224335856736,1e-04,0.00033035839442163706,0.0003266527783125639,0.0003816906828433275,0.00012045296170981601,0.0005379131180234253,0.000903479231055826,0.0005264583160169423,0.000601261795964092
8,0.00015148294914979488,0.0002556162071414292,1e-04,0.00027512572705745697,0.0002716359158512205,0.000324220018228516,0.0002704115177039057,0.0006283907569013536,0.001099583227187395,0.0005850176094099879,0.000558550818823278
9,0.00013260720879770815,0.0002298875479027629,1e-04,0.00025111137074418366,0.0002571690420154482,0.0002786625409498811,0.0002588180359452963,0.0006264258990995586,0.001018904848024249,0.0005324265221133828,0.0006955540738999844
10,0.00013781615416519344,0.00020916519861202687,1e-04,0.00020826929539907724,0.0002452058542985469,0.0002453694469295442,0.00016026082448661327,0.0005185438203625381,0.0009094164706766605,0.00046484891208820045,0.0005396489868871868
11,0.00013720530841965228,0.00018290392472408712,1e-04,0.00017095720977522433,0.00021305437257979065,0.00021039876446593553,0.0001113022372010164,0.00048581897863186896,0.0007943396922200918,0.00040717353112995625,0.0006304604467004538
12,0.0001286221668124199,0.00017767379176802933,1e-04,0.00017103135178331286,0.00020826603577006608,0.00020277543808333576,0.00011914505012100562,0.0005352273001335561,0.0008191416272893548,0.0005354311433620751,0.0006671914597973228
13,8.15892344689928e-05,0.00014218827709555626,1e-04,0.000147135928273201,0.00016018646419979632,0.0001798416778910905,0.00010890328849200159,0.0005674269632436335,0.0009948036167770624,0.0005174388061277568,0.0006485619232989848
14,7.975451444508508e-05,0.0001287659688387066,1e-04,0.00014050747267901897,0.00014313326391857117,0.0001516686606919393,0.0001360720198135823,0.0005173493991605937,0.0009487794595770538,0.0005036441143602133,0.00048090206109918654
15,0.00010594961349852383,0.00012256451009307057,1e-04,0.00012779090320691466,0.00012848259939346462,0.00012803488061763346,0.00016245791630353779,0.0004939314676448703,0.0008071478805504739,0.000470217113615945,0.0005359028582461178
16,7.088129495969042e-05,0.0001071944207069464,1e-04,0.00010667273454600945,0.0001184192078653723,0.00013280446000862867,0.0001010856285574846,0.0004960020305588841,0.0008560848073102534,0.0004542106471490115,0.0005726268864236772
17,7.326611375901848e-05,8.56521655805409e-05,5e-05,8.123293810058385e-05,8.375530887860805e-05,0.0001043543015839532,0.0001485497341491282,0.0005942505085840821,0.0010095792822539806,0.000587462680414319,0.000631410104688257
18,4.6669880248373374e-05,6.723282422171906e-05,5e-05,6.251748709473759e-05,6.627701804973185e-05,9.346693695988506e-05,0.00014605509932152927,0.0004851612320635468,0.0007728098426014185,0.00048303717630915344,0.000538742751814425
19,6.567993841599673e-05,7.49339596950449e-05,5e-05,7.071150321280584e-05,7.237658428493887e-05,9.096774010686204e-05,6.954646960366517e-05,0.0004687347973231226,0.0007545414264313877,0.0004784042830578983,0.0005724467919208109
20,3.6316159821581095e-05,5.589611464529298e-05,5e-05,6.011543518980034e-05,5.8055291447089985e-05,6.909758667461574e-05,0.00014626511256210506,0.0005927988677285612,0.001000348012894392,0.0005311541026458144,0.0006934283883310854
21,3.4045024221995845e-05,5.6062879593810067e-05,5e-05,5.513608630280942e-05,6.00362109253183e-05,7.503422966692597e-05,7.458546315319836e-05,0.0004661288985516876,0.0007889539119787514,0.0004150384047534317,0.0005859378725290298
22,4.679273479268886e-05,5.705170406145044e-05,5e-05,5.485358997248113e-05,5.037740629632026e-05,7.618302333867177e-05,0.00015820119006093591,0.0005157246487215161,0.0009488273644819856,0.0004617472586687654,0.0004941230290569365
23,2.823185786837712e-05,4.602381159202196e-05,5e-05,4.4512715248856694e-05,4.58045287814457e-05,6.554620631504804e-05,0.00013134874461684376,0.0005883333506062627,0.000974064867477864,0.0005490382318384945,0.0006988816312514246
24,4.163459379924461e-05,5.562053047469817e-05,5e-05,5.175573824089952e-05,5.5287997383857146e-05,7.380371243925765e-05,0.0002000011008931324,0.0005184583715163171,0.0008739031618461013,0.0004965293919667602,0.0005033999332226813
25,3.480098894215189e-05,4.689608613261953e-05,5e-05,4.56742309324909e-05,4.174016430624761e-05,6.536894215969369e-05,0.00020918740483466536,0.0005665612407028675,0.0009435311076231301,0.0005457584047690034,0.0005677679437212646
26,3.8725709600839764e-05,4.6527100494131446e-05,5e-05,4.1922921809600666e-05,4.0578353946330026e-05,6.488144572358578e-05,0.00016279784904327244,0.0005256450967863202,0.0009983519557863474,0.0005037414957769215,0.00043768889736384153
27,2.8464419301599264e-05,4.076409095432609e-05,2.5e-05,3.6721463402500376e-05,3.382947397767566e-05,6.404101441148669e-05,0.000141885582706891,0.0005204602493904531,0.0009773263009265065,0.0004634140932466835,0.0004992149188183248
28,1.975694794964511e-05,3.264323459006846e-05,2.5e-05,2.7202659111935645e-05,2.574754944362212e-05,5.7865741837304085e-05,0.0001455701276427135,0.0005432436009868979,0.0008847034769132733,0.0005374555476009846,0.0006052452954463661
29,2.1364317944971845e-05,3.298902083770372e-05,2.5e-05,2.600671177788172e-05,2.6273832190781832e-05,5.8311252359999344e-05,0.00010509831918170676,0.0004894367302767932,0.0008330735145136714,0.0005088340258225799,0.0005107410252094269
30,1.8883940356317908e-05,3.3056126994779333e-05,2.5e-05,3.141868728562258e-05,2.4919618226704188e-05,5.700226029148325e-05,0.00013941012730356306,0.0005780961364507675,0.000955719209741801,0.0005096630775369704,0.0007075918838381767
31,1.816842814150732e-05,3.353847932885401e-05,2.5e-05,3.130269396933727e-05,2.9335835279198363e-05,5.534699812415056e-05,0.00013416644651442766,0.0005187148344703019,0.000946683925576508,0.000507917779032141,0.0004860910994466394
